City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,adamstown,-25.066,-130.1015,72.27,70,32,22.44,PN,1713748521
1,campo maior,-4.8278,-42.1686,75.47,91,56,3.15,BR,1713748659
2,puerto ayora,-0.7393,-90.3518,77.36,83,43,5.39,EC,1713748522
3,magdagachi,53.45,125.8,41.41,93,100,11.54,RU,1713748659
4,olinda,-8.0089,-34.8553,80.89,83,64,7.14,BR,1713748522
5,ushuaia,-54.8,-68.3,34.39,96,100,3.94,AR,1713748522
6,novofedorivka,46.1713,32.3178,50.22,82,57,7.25,UA,1713748660
7,puerto natales,-51.7236,-72.4875,35.87,92,86,4.94,CL,1713748523
8,thompson,55.7435,-97.8558,32.22,96,100,3.71,CA,1713748660
9,port elizabeth,-33.918,25.5701,69.76,94,100,11.63,ZA,1713748523
10,bethel,41.3712,-73.414,40.1,67,100,2.93,US,1713748523
11,georgetown,5.4112,100.3354,83.05,79,100,3.51,MY,1713748523
12,talnakh,69.4865,88.3972,4.69,95,99,4.5,RU,1713748661
13,iqaluit,63.7506,-68.5145,4.21,97,85,3.27,CA,1713748661
14,ebon,4.582,168.6964,82.69,83,100,22.08,MH,1713748524
15,grytviken,-54.2811,-36.5092,37.89,82,100,7.56,GS,1713748661
16,igrim,63.1906,64.4162,15.62,82,100,9.78,RU,1713748661
17,lebu,-37.6167,-73.65,54.5,94,100,13.76,CL,1713748662
18,semnan,35.5729,53.3971,65.46,33,86,3.2,IR,1713748662
19,constantia,44.1833,28.65,51.84,91,100,18.03,RO,1713748525
20,port-aux-francais,-49.35,70.2167,41.14,72,15,27.63,TF,1713748662
21,granada,37.25,-3.25,47.93,59,2,1.63,ES,1713748390
22,ulety,51.3572,112.4849,38.66,83,100,8.88,RU,1713748662
23,holualoa,19.6228,-155.9522,73.72,74,43,7.18,US,1713748663
24,okha,53.5739,142.9478,32.07,85,100,9.78,RU,1713748663
25,roma,43.2128,-75.4557,35.67,66,74,5.01,US,1713748663
26,college,64.8569,-147.8028,45.46,77,80,1.52,US,1713748663
27,saipan,15.1355,145.701,82.2,77,24,17.22,MP,1713748663
28,edinburgh of the seven seas,-37.0676,-12.3116,62.98,84,16,19.73,SH,1713748664
29,kodiak,57.79,-152.4072,37.54,91,94,8.28,US,1713748527
30,yellowknife,62.456,-114.3525,41.04,81,55,9.73,CA,1713748382
31,cambria,35.5641,-121.0808,63.01,80,18,11.68,US,1713748664
32,bangjun,39.9911,117.2628,64.36,50,0,6.98,CN,1713748664
33,port mathurin,-19.6833,63.4167,80.17,79,100,15.97,MU,1713748528
34,atafu village,-8.5421,-172.5159,84.94,77,17,9.8,TK,1713748665
35,dunedin,-45.8742,170.5036,52.47,63,33,19.42,NZ,1713748665
