City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
334,skoghall,59.3232,13.4655,30.87,70,5,6.24,SE,1713836193
335,padang,-0.9492,100.3543,83.93,78,69,0.29,ID,1713836194
336,punta del este,-34.9667,-54.95,65.75,93,100,16.53,UY,1713836194
337,feijo,-8.1642,-70.3536,75.07,97,53,1.21,BR,1713836194
338,nishinoomote,30.7333,131.0,70.92,91,100,8.66,JP,1713836194
339,bodaybo,57.8506,114.1933,36.88,82,92,2.51,RU,1713836195
340,samraong,12.4526,105.5873,92.82,49,57,6.31,KH,1713836195
341,mar del plata,-38.0023,-57.5575,58.05,87,100,15.79,AR,1713836195
342,saldanha,-33.0117,17.9442,57.04,96,100,1.57,ZA,1713836195
343,carnarvon,-24.8667,113.6333,80.58,28,96,21.94,AU,1713836196
344,puerto penasco,31.3167,-113.5333,74.73,62,6,12.21,MX,1713836196
345,grand falls-windsor,48.9332,-55.6649,27.63,68,47,16.42,CA,1713836196
346,geraldton,-28.7667,114.6,66.56,52,100,22.73,AU,1713836196
347,cannonvale,-20.2833,148.7,77.88,71,89,22.06,AU,1713836197
348,vilyuchinsk,52.9306,158.4028,38.89,72,23,3.06,RU,1713836197
349,ambovombe,-25.1667,46.0833,66.96,86,81,6.58,MG,1713836197
350,chingirlau,51.095,54.0814,58.57,61,0,9.48,KZ,1713836197
351,klyuchi,52.2667,79.1667,47.34,62,72,14.54,RU,1713836197
352,dryden,49.7833,-92.7503,45.86,87,100,2.1,CA,1713836198
353,la'ie,21.6477,-157.9253,74.52,76,8,15.99,US,1713836198
354,bay roberts,47.5999,-53.2648,36.19,89,85,9.26,CA,1713836198
355,kosh-agach,50.0,88.6667,41.7,55,9,9.24,RU,1713836198
356,aleksandrovsk-sakhalinskiy,50.8975,142.1561,41.9,78,85,7.72,RU,1713836198
357,mancio lima,-7.6142,-72.8958,74.91,98,100,2.82,BR,1713836199
358,nemuro,43.3236,145.575,37.53,89,90,7.07,JP,1713836199
359,janossomorja,47.7862,17.136,41.31,83,100,8.3,HU,1713836199
360,champua,22.0833,85.6667,87.15,32,97,12.68,IN,1713836199
